"family","Scientific.Name","species_ebird_url","ML Catalog Number","sound.files","Common Name","Orginal.Scientific.Name","Behaviors","file_url"
"Estrildidae","Euschistospiza dybowskii","https://ebird.org/species/dybtwi1",140945,"Euschistospiza_dybowskii-ML140945.wav","Dybowski's Twinspot","Euschistospiza dybowskii","Call","https://macaulaylibrary.org/asset/140945"
"Falconidae","Falco araeus","https://ebird.org/species/seykes1",436007851,"Falco_araeus-ML436007851.wav","Seychelles Kestrel","Falco araeus","Call","https://macaulaylibrary.org/asset/436007851"
"Falconidae","Falco punctatus","https://ebird.org/species/maukes1",72266,"Falco_punctatus-ML72266.wav","Mauritius Kestrel","Falco punctatus","Call; Courtship, Display, or Copulation","https://macaulaylibrary.org/asset/72266"
"Muscicapidae","Ficedula basilanica","https://ebird.org/species/lisfly1",30137341,"Ficedula_basilanica-ML30137341.wav","Little Slaty Flycatcher","Ficedula basilanica",NA,"https://macaulaylibrary.org/asset/30137341"
"Muscicapidae","Ficedula crypta","https://ebird.org/species/rutfly7",30138311,"Ficedula_crypta-ML30138311.wav","Cryptic Flycatcher","Ficedula crypta","Song","https://macaulaylibrary.org/asset/30138311"
"Muscicapidae","Ficedula disposita","https://ebird.org/species/furfly1",552873891,"Ficedula_disposita-ML552873891.wav","Furtive Flycatcher","Ficedula disposita","Song","https://macaulaylibrary.org/asset/552873891"
"Muscicapidae","Ficedula luzoniensis","https://ebird.org/species/bunfly1",509119341,"Ficedula_luzoniensis-ML509119341.wav","Bundok Flycatcher","Ficedula luzoniensis",NA,"https://macaulaylibrary.org/asset/509119341"
"Muscicapidae","Ficedula platenae","https://ebird.org/species/palfly1",175085,"Ficedula_platenae-ML175085.wav","Palawan Flycatcher","Ficedula platenae",NA,"https://macaulaylibrary.org/asset/175085"
"Muscicapidae","Ficedula riedeli","https://ebird.org/species/rucfly3",552890271,"Ficedula_riedeli-ML552890271.wav","Tanimbar Flycatcher","Ficedula riedeli","Song","https://macaulaylibrary.org/asset/552890271"
"Ploceidae","Foudia flavicans","https://ebird.org/species/rodfod1",72269,"Foudia_flavicans-ML72269.wav","Rodrigues Fody","Foudia flavicans","Call; Song","https://macaulaylibrary.org/asset/72269"
"Ploceidae","Foudia rubra","https://ebird.org/species/maufod1",72102,"Foudia_rubra-ML72102.wav","Mauritius Fody","Foudia rubra","Call; Courtship, Display, or Copulation; Song","https://macaulaylibrary.org/asset/72102"
"Ploceidae","Foudia sechellarum","https://ebird.org/species/seyfod1",101995,"Foudia_sechellarum-ML101995.wav","Seychelles Fody","Foudia sechellarum","Song","https://macaulaylibrary.org/asset/101995"
"Meliphagidae","Foulehaio carunculatus","https://ebird.org/species/easwah1",5708,"Foulehaio_carunculatus-ML5708.wav","Eastern Wattled-Honeyeater","Foulehaio carunculatus","Call; Foraging or Eating; Song","https://macaulaylibrary.org/asset/5708"
"Meliphagidae","Foulehaio procerior","https://ebird.org/species/weswah1",5797,"Foulehaio_procerior-ML5797.wav","Western Wattled-Honeyeater","Foulehaio procerior","Call; Courtship, Display, or Copulation","https://macaulaylibrary.org/asset/5797"
"Meliphagidae","Foulehaio taviunensis","https://ebird.org/species/norwah1",64412,"Foulehaio_taviunensis-ML64412.wav","Northern Wattled-Honeyeater","Foulehaio taviunensis","Song","https://macaulaylibrary.org/asset/64412"
"Muscicapidae","Fraseria cinerascens","https://ebird.org/species/wbffly1",540832461,"Fraseria_cinerascens-ML540832461.wav","White-browed Forest-Flycatcher","Fraseria cinerascens","Song","https://macaulaylibrary.org/asset/540832461"
"Muscicapidae","Fraseria olivascens","https://ebird.org/species/olifly1",23382,"Fraseria_olivascens-ML23382.wav","Olivaceous Flycatcher","Fraseria olivascens",NA,"https://macaulaylibrary.org/asset/23382"
"Muscicapidae","Fraseria tessmanni","https://ebird.org/species/tesfly1",92979061,"Fraseria_tessmanni-ML92979061.wav","Tessmann's Flycatcher","Fraseria tessmanni",NA,"https://macaulaylibrary.org/asset/92979061"
"Fregatidae","Fregata aquila","https://ebird.org/species/asifri1",31641421,"Fregata_aquila-ML31641421.wav","Ascension Frigatebird","Fregata aquila",NA,"https://macaulaylibrary.org/asset/31641421"
"Columbidae","Gallicolumba luzonica","https://ebird.org/species/lubhea1",121456541,"Gallicolumba_luzonica-ML121456541.wav","Luzon Bleeding-heart","Gallicolumba luzonica","Song","https://macaulaylibrary.org/asset/121456541"
"Scolopacidae","Gallinago stricklandii","https://ebird.org/species/fuesni1",388296461,"Gallinago_stricklandii-ML388296461.wav","Fuegian Snipe","Gallinago stricklandii","Courtship, Display, or Copulation","https://macaulaylibrary.org/asset/388296461"
"Rallidae","Gallinula comeri","https://ebird.org/species/trimoo3",204731,"Gallinula_comeri-ML204731.wav","Gough Moorhen","Gallinula comeri","Call","https://macaulaylibrary.org/asset/204731"
"Rallidae","Gallirallus calayanensis","https://ebird.org/species/calrai1",203997481,"Gallirallus_calayanensis-ML203997481.wav","Calayan Rail","Gallirallus calayanensis","Call","https://macaulaylibrary.org/asset/203997481"
"Rallidae","Gallirallus castaneoventris","https://ebird.org/species/cherai1",177856541,"Gallirallus_castaneoventris-ML177856541.wav","Chestnut Rail","Gallirallus castaneoventris",NA,"https://macaulaylibrary.org/asset/177856541"
"Rallidae","Gallirallus owstoni","https://ebird.org/species/guarai1",5419,"Gallirallus_owstoni-ML5419.wav","Guam Rail","Gallirallus owstoni","Call","https://macaulaylibrary.org/asset/5419"
"Rallidae","Gallirallus wallacii","https://ebird.org/species/invrai1",182346,"Gallirallus_wallacii-ML182346.wav","Invisible Rail","Gallirallus wallacii","Call; Non-vocal","https://macaulaylibrary.org/asset/182346"
"Leiothrichidae","Garrulax bicolor","https://ebird.org/species/sumlau1",252865231,"Garrulax_bicolor-ML252865231.wav","Sumatran Laughingthrush","Garrulax bicolor",NA,"https://macaulaylibrary.org/asset/252865231"
"Leiothrichidae","Garrulax palliatus","https://ebird.org/species/sunlau1",266,"Garrulax_palliatus-ML266.wav","Sunda Laughingthrush","Garrulax palliatus","Call","https://macaulaylibrary.org/asset/266"
"Leiothrichidae","Garrulax rufifrons","https://ebird.org/species/ruflau1",33554,"Garrulax_rufifrons-ML33554.wav","Rufous-fronted Laughingthrush","Garrulax rufifrons","Duet; Foraging or Eating; Song","https://macaulaylibrary.org/asset/33554"
"Psittaculidae","Geoffroyus heteroclitus","https://ebird.org/species/sinpar1",21205,"Geoffroyus_heteroclitus-ML21205.wav","Singing Parrot","Geoffroyus heteroclitus","Song","https://macaulaylibrary.org/asset/21205"
"Psittaculidae","Geoffroyus simplex","https://ebird.org/species/blcpar3",22762,"Geoffroyus_simplex-ML22762.wav","Blue-collared Parrot","Geoffroyus simplex","Call","https://macaulaylibrary.org/asset/22762"
"Turdidae","Geokichla cinerea","https://ebird.org/species/ashthr1",203976431,"Geokichla_cinerea-ML203976431.wav","Ashy Thrush","Geokichla cinerea","Call","https://macaulaylibrary.org/asset/203976431"
"Turdidae","Geokichla dohertyi","https://ebird.org/species/chbthr1",168522,"Geokichla_dohertyi-ML168522.wav","Chestnut-backed Thrush","Geokichla dohertyi","Song","https://macaulaylibrary.org/asset/168522"
"Turdidae","Geokichla erythronota","https://ebird.org/species/rubthr2",548659311,"Geokichla_erythronota-ML548659311.wav","Rusty-backed Thrush","Geokichla erythronota",NA,"https://macaulaylibrary.org/asset/548659311"
"Turdidae","Geokichla interpres","https://ebird.org/species/chcthr1",70273,"Geokichla_interpres-ML70273.wav","Chestnut-capped Thrush","Geokichla interpres","Song","https://macaulaylibrary.org/asset/70273"
"Turdidae","Geokichla joiceyi","https://ebird.org/species/serthr2",518115,"Geokichla_joiceyi-ML518115.wav","Seram Thrush","Geokichla joiceyi","Call","https://macaulaylibrary.org/asset/518115"
"Turdidae","Geokichla oberlaenderi","https://ebird.org/species/obgthr1",23437,"Geokichla_oberlaenderi-ML23437.wav","Oberländer's Ground-Thrush","Geokichla oberlaenderi",NA,"https://macaulaylibrary.org/asset/23437"
"Turdidae","Geokichla peronii","https://ebird.org/species/orbthr1",168962,"Geokichla_peronii-ML168962.wav","Orange-banded Thrush","Geokichla peronii","Song","https://macaulaylibrary.org/asset/168962"
"Turdidae","Geokichla princei","https://ebird.org/species/grygrt1",467678411,"Geokichla_princei-ML467678411.wav","Gray Ground-Thrush","Geokichla princei","Call","https://macaulaylibrary.org/asset/467678411"
"Turdidae","Geokichla schistacea","https://ebird.org/species/slbthr1",203921251,"Geokichla_schistacea-ML203921251.wav","Slaty-backed Thrush","Geokichla schistacea","Song","https://macaulaylibrary.org/asset/203921251"
"Columbidae","Geopelia maugeus","https://ebird.org/species/bardov2",168514,"Geopelia_maugeus-ML168514.wav","Barred Dove","Geopelia maugeus","Call; Song","https://macaulaylibrary.org/asset/168514"
"Columbidae","Geophaps plumifera","https://ebird.org/species/spipig2",176931121,"Geophaps_plumifera-ML176931121.wav","Spinifex Pigeon","Geophaps plumifera","Call","https://macaulaylibrary.org/asset/176931121"
"Acanthizidae","Gerygone citrina","https://ebird.org/species/fatger3",134504461,"Gerygone_citrina-ML134504461.wav","Rennell Gerygone","Gerygone citrina",NA,"https://macaulaylibrary.org/asset/134504461"
"Acanthizidae","Gerygone flavolateralis","https://ebird.org/species/fatger1",700502,"Gerygone_flavolateralis-ML700502.wav","Fan-tailed Gerygone","Gerygone flavolateralis","Song","https://macaulaylibrary.org/asset/700502"
"Acanthizidae","Gerygone inornata","https://ebird.org/species/plager1",168926,"Gerygone_inornata-ML168926.wav","Plain Gerygone","Gerygone inornata","Call","https://macaulaylibrary.org/asset/168926"
"Acanthizidae","Gerygone modesta","https://ebird.org/species/noiger1",203968451,"Gerygone_modesta-ML203968451.wav","Norfolk Island Gerygone","Gerygone modesta","Song","https://macaulaylibrary.org/asset/203968451"
"Acanthizidae","Gerygone ruficollis","https://ebird.org/species/brbger1",139593,"Gerygone_ruficollis-ML139593.wav","Brown-breasted Gerygone","Gerygone ruficollis",NA,"https://macaulaylibrary.org/asset/139593"
"Estrildidae","Glaucestrilda thomensis","https://ebird.org/species/cinwax1",337792511,"Glaucestrilda_thomensis-ML337792511.wav","Cinderella Waxbill","Glaucestrilda thomensis","Song","https://macaulaylibrary.org/asset/337792511"
"Meliphagidae","Gliciphila notabilis","https://ebird.org/species/nehhon1",515719,"Gliciphila_notabilis-ML515719.wav","Vanuatu Honeyeater","Gliciphila notabilis","Call","https://macaulaylibrary.org/asset/515719"
"Meliphagidae","Gliciphila undulata","https://ebird.org/species/barhon2",33949491,"Gliciphila_undulata-ML33949491.wav","Barred Honeyeater","Gliciphila undulata","Song","https://macaulaylibrary.org/asset/33949491"
"Psittaculidae","Glossoptilus goldiei","https://ebird.org/species/gollor1",79811,"Glossoptilus_goldiei-ML79811.wav","Goldie's Lorikeet","Glossoptilus goldiei","Call; Foraging or Eating","https://macaulaylibrary.org/asset/79811"
"Sturnidae","Goodfellowia miranda","https://ebird.org/species/apomyn2",38633,"Goodfellowia_miranda-ML38633.wav","Apo Myna","Goodfellowia miranda","Call","https://macaulaylibrary.org/asset/38633"
"Ardeidae","Gorsachius goisagi","https://ebird.org/species/janher1",313766411,"Gorsachius_goisagi-ML313766411.wav","Japanese Night-Heron","Gorsachius goisagi","Call","https://macaulaylibrary.org/asset/313766411"
"Ardeidae","Gorsachius leuconotus","https://ebird.org/species/wbnher1",232809731,"Gorsachius_leuconotus-ML232809731.wav","White-backed Night-Heron","Gorsachius leuconotus","Call","https://macaulaylibrary.org/asset/232809731"
"Columbidae","Goura cristata","https://ebird.org/species/wecpig1",90787351,"Goura_cristata-ML90787351.wav","Western Crowned-Pigeon","Goura cristata","Song","https://macaulaylibrary.org/asset/90787351"
"Monarchidae","Grallina bruijnii","https://ebird.org/species/torlar1",101209,"Grallina_bruijnii-ML101209.wav","Torrent-lark","Grallina bruijnii","Call; Courtship, Display, or Copulation; Duet","https://macaulaylibrary.org/asset/101209"
"Lybiidae","Gymnobucco peli","https://ebird.org/species/brnbar1",85527,"Gymnobucco_peli-ML85527.wav","Bristle-nosed Barbet","Gymnobucco peli","Call","https://macaulaylibrary.org/asset/85527"
"Rallidae","Gymnocrex plumbeiventris","https://ebird.org/species/baerai1",182349,"Gymnocrex_plumbeiventris-ML182349.wav","Bare-eyed Rail","Gymnocrex plumbeiventris",NA,"https://macaulaylibrary.org/asset/182349"
"Cotingidae","Gymnoderus foetidus","https://ebird.org/species/banfru1",55850,"Gymnoderus_foetidus-ML55850.wav","Bare-necked Fruitcrow","Gymnoderus foetidus","Call; Courtship, Display, or Copulation; Foraging or Eating","https://macaulaylibrary.org/asset/55850"
"Meliphagidae","Gymnomyza aubryana","https://ebird.org/species/crohon1",173402091,"Gymnomyza_aubryana-ML173402091.wav","Crow Honeyeater","Gymnomyza aubryana","Call","https://macaulaylibrary.org/asset/173402091"
"Meliphagidae","Gymnomyza brunneirostris","https://ebird.org/species/duegih1",5766,"Gymnomyza_brunneirostris-ML5766.wav","Duetting Giant-Honeyeater","Gymnomyza brunneirostris",NA,"https://macaulaylibrary.org/asset/5766"
"Meliphagidae","Gymnomyza samoensis","https://ebird.org/species/mao1",5732,"Gymnomyza_samoensis-ML5732.wav","Mao","Gymnomyza samoensis",NA,"https://macaulaylibrary.org/asset/5732"
"Meliphagidae","Gymnomyza viridis","https://ebird.org/species/chagih1",139691,"Gymnomyza_viridis-ML139691.wav","Chattering Giant-Honeyeater","Gymnomyza viridis",NA,"https://macaulaylibrary.org/asset/139691"
"Columbidae","Gymnophaps albertisii","https://ebird.org/species/pampig2",285735251,"Gymnophaps_albertisii-ML285735251.wav","Papuan Mountain-Pigeon","Gymnophaps albertisii","Flying; Non-vocal","https://macaulaylibrary.org/asset/285735251"
"Columbidae","Gymnophaps stalkeri","https://ebird.org/species/lotmop2",518107,"Gymnophaps_stalkeri-ML518107.wav","Seram Mountain-Pigeon","Gymnophaps stalkeri","Flying; Non-vocal","https://macaulaylibrary.org/asset/518107"
"Accipitridae","Gypohierax angolensis","https://ebird.org/species/panvul1",1537,"Gypohierax_angolensis-ML1537.wav","Palm-nut Vulture","Gypohierax angolensis","Flying; Non-vocal","https://macaulaylibrary.org/asset/1537"
"Accipitridae","Gyps bengalensis","https://ebird.org/species/whrvul1",211633791,"Gyps_bengalensis-ML211633791.wav","White-rumped Vulture","Gyps bengalensis",NA,"https://macaulaylibrary.org/asset/211633791"
"Accipitridae","Gyps coprotheres","https://ebird.org/species/capgri1",546616131,"Gyps_coprotheres-ML546616131.wav","Cape Griffon","Gyps coprotheres","Call","https://macaulaylibrary.org/asset/546616131"
"Accipitridae","Gyps himalayensis","https://ebird.org/species/himgri1",226469381,"Gyps_himalayensis-ML226469381.wav","Himalayan Griffon","Gyps himalayensis","Call; Foraging or Eating","https://macaulaylibrary.org/asset/226469381"
"Accipitridae","Gyps indicus","https://ebird.org/species/indvul1",374003991,"Gyps_indicus-ML374003991.wav","Indian Vulture","Gyps indicus","Call","https://macaulaylibrary.org/asset/374003991"
"Pellorneidae","Gypsophila rufipectus","https://ebird.org/species/rbwbab1",70405,"Gypsophila_rufipectus-ML70405.wav","Rusty-breasted Wren-Babbler","Gypsophila rufipectus","Call; Courtship, Display, or Copulation; Duet; Song","https://macaulaylibrary.org/asset/70405"
"Alcedinidae","Halcyon gularis","https://ebird.org/species/bnbkin1",38691,"Halcyon_gularis-ML38691.wav","Brown-breasted Kingfisher","Halcyon gularis","Call","https://macaulaylibrary.org/asset/38691"
"Accipitridae","Haliaeetus leucoryphus","https://ebird.org/species/pafeag1",712,"Haliaeetus_leucoryphus-ML712.wav","Pallas's Fish-Eagle","Haliaeetus leucoryphus",NA,"https://macaulaylibrary.org/asset/712"
"Accipitridae","Haliaeetus sanfordi","https://ebird.org/species/solsee1",247231,"Haliaeetus_sanfordi-ML247231.wav","Sanford's Sea-Eagle","Haliaeetus sanfordi","Call","https://macaulaylibrary.org/asset/247231"
"Trogonidae","Harpactes ardens","https://ebird.org/species/phitro1",297,"Harpactes_ardens-ML297.wav","Philippine Trogon","Harpactes ardens","Call","https://macaulaylibrary.org/asset/297"
"Trogonidae","Harpactes mackloti","https://ebird.org/species/sumtro1",70496,"Harpactes_mackloti-ML70496.wav","Sumatran Trogon","Harpactes mackloti","Call; Flying","https://macaulaylibrary.org/asset/70496"
"Accipitridae","Harpyopsis novaeguineae","https://ebird.org/species/negeag1",101200,"Harpyopsis_novaeguineae-ML101200.wav","New Guinea Eagle","Harpyopsis novaeguineae","Call; Non-vocal","https://macaulaylibrary.org/asset/101200"
"Muscicapidae","Heinrichia calligyna","https://ebird.org/species/gresho1",182868,"Heinrichia_calligyna-ML182868.wav","Great Shortwing","Heinrichia calligyna",NA,"https://macaulaylibrary.org/asset/182868"
"Zosteropidae","Heleia dohertyi","https://ebird.org/species/dacwhe1",168553,"Heleia_dohertyi-ML168553.wav","Dark-crowned White-eye","Heleia dohertyi","Song","https://macaulaylibrary.org/asset/168553"
"Zosteropidae","Heleia pinaiae","https://ebird.org/species/gyhwhe1",518222,"Heleia_pinaiae-ML518222.wav","Gray-hooded White-eye","Heleia pinaiae","Call","https://macaulaylibrary.org/asset/518222"
"Zosteropidae","Heleia squamiceps","https://ebird.org/species/sthwhe1",190327151,"Heleia_squamiceps-ML190327151.wav","Streak-headed White-eye","Heleia squamiceps","Song","https://macaulaylibrary.org/asset/190327151"
"Zosteropidae","Heleia wallacei","https://ebird.org/species/ysweye1",168540,"Heleia_wallacei-ML168540.wav","Yellow-spectacled White-eye","Heleia wallacei","Song","https://macaulaylibrary.org/asset/168540"
"Hemiprocnidae","Hemiprocne mystacea","https://ebird.org/species/moutre1",182251,"Hemiprocne_mystacea-ML182251.wav","Moustached Treeswift","Hemiprocne mystacea",NA,"https://macaulaylibrary.org/asset/182251"
"Columbidae","Henicophaps albifrons","https://ebird.org/species/negbro1",100563,"Henicophaps_albifrons-ML100563.wav","New Guinea Bronzewing","Henicophaps albifrons","Song","https://macaulaylibrary.org/asset/100563"
"Estrildidae","Heteromunia pectoralis","https://ebird.org/species/picmun1",477573041,"Heteromunia_pectoralis-ML477573041.wav","Pictorella Munia","Heteromunia pectoralis",NA,"https://macaulaylibrary.org/asset/477573041"
"Petroicidae","Heteromyias albispecularis","https://ebird.org/species/gyhrob1",107094,"Heteromyias_albispecularis-ML107094.wav","Ashy Robin","Heteromyias albispecularis",NA,"https://macaulaylibrary.org/asset/107094"
"Accipitridae","Hieraaetus ayresii","https://ebird.org/species/ayheag1",142208511,"Hieraaetus_ayresii-ML142208511.wav","Ayres's Hawk-Eagle","Hieraaetus ayresii",NA,"https://macaulaylibrary.org/asset/142208511"
"Accipitridae","Hieraaetus weiskei","https://ebird.org/species/liteag3",165705611,"Hieraaetus_weiskei-ML165705611.wav","Pygmy Eagle","Hieraaetus weiskei","Call","https://macaulaylibrary.org/asset/165705611"
"Cuculidae","Hierococcyx pectoralis","https://ebird.org/species/phhcuc1",175059,"Hierococcyx_pectoralis-ML175059.wav","Philippine Hawk-Cuckoo","Hierococcyx pectoralis","Call","https://macaulaylibrary.org/asset/175059"
"Apodidae","Hirundapus caudacutus","https://ebird.org/species/whtnee",190275591,"Hirundapus_caudacutus-ML190275591.wav","White-throated Needletail","Hirundapus caudacutus","Courtship, Display, or Copulation; Flight Song; Flying","https://macaulaylibrary.org/asset/190275591"
"Hirundinidae","Hirundo lucida","https://ebird.org/species/recswa1",279354,"Hirundo_lucida-ML279354.wav","Red-chested Swallow","Hirundo lucida","Song","https://macaulaylibrary.org/asset/279354"
"Hirundinidae","Hirundo megaensis","https://ebird.org/species/whtswa2",276773,"Hirundo_megaensis-ML276773.wav","White-tailed Swallow","Hirundo megaensis","Call; Flight Call","https://macaulaylibrary.org/asset/276773"
"Bucerotidae","Horizocerus hartlaubi","https://ebird.org/species/bldhor1",146981,"Horizocerus_hartlaubi-ML146981.wav","Black Dwarf Hornbill","Horizocerus hartlaubi","Call","https://macaulaylibrary.org/asset/146981"
"Scotocercidae","Horornis annae","https://ebird.org/species/pabwar1",5312,"Horornis_annae-ML5312.wav","Palau Bush Warbler","Horornis annae","Song","https://macaulaylibrary.org/asset/5312"
"Scotocercidae","Horornis carolinae","https://ebird.org/species/tabwar1",203925791,"Horornis_carolinae-ML203925791.wav","Tanimbar Bush Warbler","Horornis carolinae","Song","https://macaulaylibrary.org/asset/203925791"
"Scotocercidae","Horornis parens","https://ebird.org/species/shawar1",247013,"Horornis_parens-ML247013.wav","Shade Warbler","Horornis parens","Song","https://macaulaylibrary.org/asset/247013"
"Scotocercidae","Horornis ruficapilla","https://ebird.org/species/fibwar1",5765,"Horornis_ruficapilla-ML5765.wav","Fiji Bush Warbler","Horornis ruficapilla",NA,"https://macaulaylibrary.org/asset/5765"
"Scotocercidae","Horornis seebohmi","https://ebird.org/species/phbwar1",38600,"Horornis_seebohmi-ML38600.wav","Philippine Bush Warbler","Horornis seebohmi","Song","https://macaulaylibrary.org/asset/38600"
"Otididae","Houbaropsis bengalensis","https://ebird.org/species/benflo2",466796451,"Houbaropsis_bengalensis-ML466796451.wav","Bengal Florican","Houbaropsis bengalensis","Call; Courtship, Display, or Copulation; Flight Call","https://macaulaylibrary.org/asset/466796451"
"Muscicapidae","Humblotia flavirostris","https://ebird.org/species/grcfly3",488884871,"Humblotia_flavirostris-ML488884871.wav","Grand Comoro Flycatcher","Humblotia flavirostris","Call","https://macaulaylibrary.org/asset/488884871"
"Pittidae","Hydrornis guajanus","https://ebird.org/species/banpit2",36444,"Hydrornis_guajanus-ML36444.wav","Javan Banded-Pitta","Hydrornis guajanus","Song","https://macaulaylibrary.org/asset/36444"
"Pittidae","Hydrornis schneideri","https://ebird.org/species/schpit1",70473,"Hydrornis_schneideri-ML70473.wav","Schneider's Pitta","Hydrornis schneideri","Dawn Song; Song","https://macaulaylibrary.org/asset/70473"
"Hyliotidae","Hyliota violacea","https://ebird.org/species/vibhyl1",437374461,"Hyliota_violacea-ML437374461.wav","Violet-backed Hyliota","Hyliota violacea","Call","https://macaulaylibrary.org/asset/437374461"
"Sturnidae","Hylopsar cupreocauda","https://ebird.org/species/ctgsta1",203974561,"Hylopsar_cupreocauda-ML203974561.wav","Copper-tailed Starling","Hylopsar cupreocauda","Call","https://macaulaylibrary.org/asset/203974561"
"Psittaculidae","Hypocharmosyna placentis","https://ebird.org/species/reflor1",182242,"Hypocharmosyna_placentis-ML182242.wav","Red-flanked Lorikeet","Hypocharmosyna placentis",NA,"https://macaulaylibrary.org/asset/182242"
"Passeridae","Hypocryptadius cinnamomeus","https://ebird.org/species/cinwhe1",316,"Hypocryptadius_cinnamomeus-ML316.wav","Cinnamon Ibon","Hypocryptadius cinnamomeus",NA,"https://macaulaylibrary.org/asset/316"
"Vangidae","Hypositta corallirostris","https://ebird.org/species/nuthat2",503917601,"Hypositta_corallirostris-ML503917601.wav","Nuthatch-Vanga","Hypositta corallirostris","Call","https://macaulaylibrary.org/asset/503917601"
"Monarchidae","Hypothymis coelestis","https://ebird.org/species/celmon1",196928,"Hypothymis_coelestis-ML196928.wav","Celestial Monarch","Hypothymis coelestis","Song","https://macaulaylibrary.org/asset/196928"
"Monarchidae","Hypothymis helenae","https://ebird.org/species/shcmon1",196918,"Hypothymis_helenae-ML196918.wav","Short-crested Monarch","Hypothymis helenae",NA,"https://macaulaylibrary.org/asset/196918"
"Monarchidae","Hypothymis puella","https://ebird.org/species/pabmon1",32766,"Hypothymis_puella-ML32766.wav","Pale-blue Monarch","Hypothymis puella","Call","https://macaulaylibrary.org/asset/32766"
"Pycnonotidae","Hypsipetes affinis","https://ebird.org/species/golbul3",182370,"Hypsipetes_affinis-ML182370.wav","Seram Golden-Bulbul","Hypsipetes affinis","Call","https://macaulaylibrary.org/asset/182370"
"Pycnonotidae","Hypsipetes aureus","https://ebird.org/species/toggob1",219214471,"Hypsipetes_aureus-ML219214471.wav","Togian Golden-Bulbul","Hypsipetes aureus","Call; Song","https://macaulaylibrary.org/asset/219214471"
"Pycnonotidae","Hypsipetes borbonicus","https://ebird.org/species/reubul1",58687,"Hypsipetes_borbonicus-ML58687.wav","Reunion Bulbul","Hypsipetes borbonicus","Song","https://macaulaylibrary.org/asset/58687"
"Pycnonotidae","Hypsipetes chloris","https://ebird.org/species/halgob1",177023811,"Hypsipetes_chloris-ML177023811.wav","Halmahera Golden-Bulbul","Hypsipetes chloris",NA,"https://macaulaylibrary.org/asset/177023811"
"Pycnonotidae","Hypsipetes crassirostris","https://ebird.org/species/seybul1",101988,"Hypsipetes_crassirostris-ML101988.wav","Seychelles Bulbul","Hypsipetes crassirostris","Call","https://macaulaylibrary.org/asset/101988"
"Pycnonotidae","Hypsipetes everetti","https://ebird.org/species/yelbul1",18621,"Hypsipetes_everetti-ML18621.wav","Yellowish Bulbul","Hypsipetes everetti","Call; Song","https://macaulaylibrary.org/asset/18621"
"Pycnonotidae","Hypsipetes guimarasensis","https://ebird.org/species/visbul1",203894001,"Hypsipetes_guimarasensis-ML203894001.wav","Visayan Bulbul","Hypsipetes guimarasensis","Song","https://macaulaylibrary.org/asset/203894001"
"Pycnonotidae","Hypsipetes longirostris","https://ebird.org/species/sulgob3",203903061,"Hypsipetes_longirostris-ML203903061.wav","Sula Golden-Bulbul (Sula)","Hypsipetes longirostris","Song","https://macaulaylibrary.org/asset/203903061"
"Pycnonotidae","Hypsipetes lucasi","https://ebird.org/species/obigob1",182287,"Hypsipetes_lucasi-ML182287.wav","Obi Golden-Bulbul","Hypsipetes lucasi","Call","https://macaulaylibrary.org/asset/182287"
"Pycnonotidae","Hypsipetes mindorensis","https://ebird.org/species/minbul1",38783,"Hypsipetes_mindorensis-ML38783.wav","Mindoro Bulbul","Hypsipetes mindorensis",NA,"https://macaulaylibrary.org/asset/38783"
"Pycnonotidae","Hypsipetes mysticalis","https://ebird.org/species/golbul4",125195731,"Hypsipetes_mysticalis-ML125195731.wav","Buru Golden-Bulbul","Hypsipetes mysticalis","Song","https://macaulaylibrary.org/asset/125195731"
"Pycnonotidae","Hypsipetes nicobariensis","https://ebird.org/species/nicbul2",256676751,"Hypsipetes_nicobariensis-ML256676751.wav","Nicobar Bulbul","Hypsipetes nicobariensis",NA,"https://macaulaylibrary.org/asset/256676751"
"Pycnonotidae","Hypsipetes olivaceus","https://ebird.org/species/maubul1",74502,"Hypsipetes_olivaceus-ML74502.wav","Mauritius Bulbul","Hypsipetes olivaceus","Song","https://macaulaylibrary.org/asset/74502"
"Pycnonotidae","Hypsipetes philippinus","https://ebird.org/species/phibul1",314,"Hypsipetes_philippinus-ML314.wav","Philippine Bulbul","Hypsipetes philippinus",NA,"https://macaulaylibrary.org/asset/314"
"Pycnonotidae","Hypsipetes rufigularis","https://ebird.org/species/zambul1",203894111,"Hypsipetes_rufigularis-ML203894111.wav","Zamboanga Bulbul","Hypsipetes rufigularis","Song","https://macaulaylibrary.org/asset/203894111"
"Pycnonotidae","Hypsipetes siquijorensis","https://ebird.org/species/stbbul1",191476,"Hypsipetes_siquijorensis-ML191476.wav","Streak-breasted Bulbul","Hypsipetes siquijorensis","Call; Song","https://macaulaylibrary.org/asset/191476"
"Leiothrichidae","Ianthocincla bieti","https://ebird.org/species/bielau1",204007111,"Ianthocincla_bieti-ML204007111.wav","Biet's Laughingthrush","Ianthocincla bieti","Call","https://macaulaylibrary.org/asset/204007111"
"Leiothrichidae","Ianthocincla lunulata","https://ebird.org/species/barlau1",203957901,"Ianthocincla_lunulata-ML203957901.wav","Barred Laughingthrush","Ianthocincla lunulata","Call","https://macaulaylibrary.org/asset/203957901"
"Laridae","Ichthyaetus relictus","https://ebird.org/species/relgul2",254432741,"Ichthyaetus_relictus-ML254432741.wav","Relict Gull","Ichthyaetus relictus","Call; Flying; Foraging or Eating","https://macaulaylibrary.org/asset/254432741"
