"family","species","species_ebird_url","catalog_ID","sound_file","common.name","original_species_name","observations","behaviors","age_and_sex","file_url"
"Icteridae","Psarocolius viridis","https://ebird.org/species/greoro1",60703,"Psarocolius_viridis-ML60703.wav","Green Oropendola","Psarocolius viridis",NA,"Song",NA,"https://macaulaylibrary.org/asset/60703"
"Icteridae","Molothrus bonariensis","https://ebird.org/species/shicow",60763,"Molothrus_bonariensis-ML60763.wav","Shiny Cowbird","Molothrus bonariensis",NA,"Song",NA,"https://macaulaylibrary.org/asset/60763"
"Icteridae","Macroagelaius imthurni","https://ebird.org/species/gotgra1",60765,"Macroagelaius_imthurni-ML60765.wav","Golden-tufted Grackle","Macroagelaius imthurni",NA,NA,NA,"https://macaulaylibrary.org/asset/60765"
"Icteridae","Icterus auricapillus","https://ebird.org/species/orcori1",60784,"Icterus_auricapillus-ML60784.wav","Orange-crowned Oriole","Icterus auricapillus",NA,"Song",NA,"https://macaulaylibrary.org/asset/60784"
"Scolopacidae","Limosa fedoa","https://ebird.org/species/margod",60812,"Limosa_fedoa-ML60812.wav","Marbled Godwit","Limosa fedoa",NA,NA,NA,"https://macaulaylibrary.org/asset/60812"
"Pipridae","Ceratopipra cornuta","https://ebird.org/species/schman1",60935,"Ceratopipra_cornuta-ML60935.wav","Scarlet-horned Manakin","Ceratopipra cornuta",NA,"Call; Foraging or Eating; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/60935"
"Parulidae","Myioborus castaneocapilla","https://ebird.org/species/tepred1",60945,"Myioborus_castaneocapilla-ML60945.wav","Tepui Redstart","Myioborus castaneocapilla",NA,"Foraging or Eating; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/60945"
"Cisticolidae","Calamonastes fasciolatus","https://ebird.org/species/bawwar1",60993,"Calamonastes_fasciolatus-ML60993.wav","Barred Wren-Warbler","Calamonastes fasciolatus",NA,"Call; Courtship, Display, or Copulation; Non-vocal","Adult – 1","https://macaulaylibrary.org/asset/60993"
"Phasianidae","Scleroptila gutturalis","https://ebird.org/species/orrfra2",60996,"Scleroptila_gutturalis-ML60996.wav","Orange River Francolin","Scleroptila gutturalis",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/60996"
"Motacillidae","Anthus nicholsoni","https://ebird.org/species/lobpip7",60997,"Anthus_nicholsoni-ML60997.wav","Nicholson's Pipit","Anthus nicholsoni",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/60997"
"Alaudidae","Calendulauda sabota","https://ebird.org/species/sablar2",60999,"Calendulauda_sabota-ML60999.wav","Sabota Lark","Calendulauda sabota",NA,NA,"Adult – 1","https://macaulaylibrary.org/asset/60999"
"Icteridae","Icterus chrysater","https://ebird.org/species/yebori1",61002,"Icterus_chrysater-ML61002.wav","Yellow-backed Oriole","Icterus chrysater",NA,"Song",NA,"https://macaulaylibrary.org/asset/61002"
"Icteridae","Icterus nigrogularis","https://ebird.org/species/yelori1",61015,"Icterus_nigrogularis-ML61015.wav","Yellow Oriole","Icterus nigrogularis",NA,"Call",NA,"https://macaulaylibrary.org/asset/61015"
"Icteridae","Icterus icterus","https://ebird.org/species/ventro1",61035,"Icterus_icterus-ML61035.wav","Venezuelan Troupial","Icterus icterus",NA,NA,"Adult – 1","https://macaulaylibrary.org/asset/61035"
"Icteridae","Gymnomystax mexicanus","https://ebird.org/species/oribla1",61041,"Gymnomystax_mexicanus-ML61041.wav","Oriole Blackbird","Gymnomystax mexicanus",NA,NA,NA,"https://macaulaylibrary.org/asset/61041"
"Icteridae","Chrysomus icterocephalus","https://ebird.org/species/yehbla2",61045,"Chrysomus_icterocephalus-ML61045.wav","Yellow-hooded Blackbird","Chrysomus icterocephalus",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/61045"
"Icteridae","Leistes militaris","https://ebird.org/species/rebbla1",61058,"Leistes_militaris-ML61058.wav","Red-breasted Meadowlark","Leistes militaris",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/61058"
"Thamnophilidae","Cymbilaimus lineatus","https://ebird.org/species/fasant1",61088,"Cymbilaimus_lineatus-ML61088.wav","Fasciated Antshrike","Cymbilaimus lineatus",NA,"Song",NA,"https://macaulaylibrary.org/asset/61088"
"Thamnophilidae","Frederickena viridis","https://ebird.org/species/bltant3",61091,"Frederickena_viridis-ML61091.wav","Black-throated Antshrike","Frederickena viridis",NA,"Song",NA,"https://macaulaylibrary.org/asset/61091"
"Alaudidae","Ammomanopsis grayi","https://ebird.org/species/gralar2",61100,"Ammomanopsis_grayi-ML61100.wav","Gray's Lark","Ammomanopsis grayi",NA,"Courtship, Display, or Copulation; Non-vocal; Song","Adult Male – 1","https://macaulaylibrary.org/asset/61100"
"Alaudidae","Eremopterix verticalis","https://ebird.org/species/gybspl1",61101,"Eremopterix_verticalis-ML61101.wav","Gray-backed Sparrow-Lark","Eremopterix verticalis",NA,"Call; Courtship, Display, or Copulation","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61101"
"Alaudidae","Calendulauda erythrochlamys","https://ebird.org/species/dunlar3",61102,"Calendulauda_erythrochlamys-ML61102.wav","Dune Lark","Calendulauda erythrochlamys",NA,"Call; Courtship, Display, or Copulation","Adult Male – 1","https://macaulaylibrary.org/asset/61102"
"Laridae","Sternula balaenarum","https://ebird.org/species/damter2",61103,"Sternula_balaenarum-ML61103.wav","Damara Tern","Sternula balaenarum",NA,"Call; Flying; Foraging or Eating","Adult – 3","https://macaulaylibrary.org/asset/61103"
"Otididae","Eupodotis rueppelii","https://ebird.org/species/ruebus1",61104,"Eupodotis_rueppelii-ML61104.wav","Rüppell's Bustard","Eupodotis rueppelii",NA,"Call","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61104"
"Cisticolidae","Prinia flavicans","https://ebird.org/species/blcpri1",61118,"Prinia_flavicans-ML61118.wav","Black-chested Prinia","Prinia flavicans",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/61118"
"Muscicapidae","Melaenornis herero","https://ebird.org/species/hercha1",61121,"Melaenornis_herero-ML61121.wav","Herero Chat","Melaenornis herero",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/61121"
"Alaudidae","Certhilauda subcoronata","https://ebird.org/species/klblar1",61122,"Certhilauda_subcoronata-ML61122.wav","Karoo Long-billed Lark","Certhilauda subcoronata",NA,"Call","Adult – 2","https://macaulaylibrary.org/asset/61122"
"Platysteiridae","Lanioturdus torquatus","https://ebird.org/species/whtshr1",61129,"Lanioturdus_torquatus-ML61129.wav","White-tailed Shrike","Lanioturdus torquatus",NA,"Call; Courtship, Display, or Copulation; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61129"
"Glareolidae","Cursorius rufus","https://ebird.org/species/burcou2",61133,"Cursorius_rufus-ML61133.wav","Burchell's Courser","Cursorius rufus",NA,"Call","Adult Female – 2; Adult Male – 2","https://macaulaylibrary.org/asset/61133"
"Psittacidae","Poicephalus rueppellii","https://ebird.org/species/ruepar1",61136,"Poicephalus_rueppellii-ML61136.wav","Rüppell's Parrot","Poicephalus rueppellii",NA,"Call; Song","Adult Female – 1","https://macaulaylibrary.org/asset/61136"
"Charadriidae","Vanellus armatus","https://ebird.org/species/blaplo1",61144,"Vanellus_armatus-ML61144.wav","Blacksmith Lapwing","Vanellus armatus",NA,"Call","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61144"
"Caprimulgidae","Caprimulgus tristigma","https://ebird.org/species/frenig1",61147,"Caprimulgus_tristigma-ML61147.wav","Freckled Nightjar","Caprimulgus tristigma",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/61147"
"Macrosphenidae","Achaetops pycnopygius","https://ebird.org/species/damroc1",61151,"Achaetops_pycnopygius-ML61151.wav","Rockrunner","Achaetops pycnopygius",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/61151"
"Alaudidae","Mirafra passerina","https://ebird.org/species/monlar2",61155,"Mirafra_passerina-ML61155.wav","Monotonous Lark","Mirafra passerina",NA,"Courtship, Display, or Copulation","Adult Male – 1","https://macaulaylibrary.org/asset/61155"
"Alaudidae","Spizocorys starki","https://ebird.org/species/stalar2",61156,"Spizocorys_starki-ML61156.wav","Stark's Lark","Spizocorys starki",NA,"Courtship, Display, or Copulation; Song","Adult – 4","https://macaulaylibrary.org/asset/61156"
"Alaudidae","Spizocorys sclateri","https://ebird.org/species/scllar1",61157,"Spizocorys_sclateri-ML61157.wav","Sclater's Lark","Spizocorys sclateri",NA,"Courtship, Display, or Copulation; Song","Adult Male – 3","https://macaulaylibrary.org/asset/61157"
"Emberizidae","Emberiza impetuani","https://ebird.org/species/lalbun1",61159,"Emberiza_impetuani-ML61159.wav","Lark-like Bunting","Emberiza impetuani",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/61159"
"Phasianidae","Pternistis hartlaubi","https://ebird.org/species/harfra3",61164,"Pternistis_hartlaubi-ML61164.wav","Hartlaub's Francolin","Pternistis hartlaubi",NA,"Call; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61164"
"Apodidae","Apus bradfieldi","https://ebird.org/species/braswi1",61168,"Apus_bradfieldi-ML61168.wav","Bradfield's Swift","Apus bradfieldi",NA,"Call",NA,"https://macaulaylibrary.org/asset/61168"
"Cuculidae","Clamator jacobinus","https://ebird.org/species/piecuc1",61175,"Clamator_jacobinus-ML61175.wav","Pied Cuckoo","Clamator jacobinus",NA,NA,"Adult – 3","https://macaulaylibrary.org/asset/61175"
"Leiothrichidae","Turdoides gymnogenys","https://ebird.org/species/bacbab1",61190,"Turdoides_gymnogenys-ML61190.wav","Bare-cheeked Babbler","Turdoides gymnogenys",NA,"Courtship, Display, or Copulation; Song","Adult Female – 3; Adult Male – 3","https://macaulaylibrary.org/asset/61190"
"Phoeniculidae","Phoeniculus damarensis","https://ebird.org/species/viowoo1",61195,"Phoeniculus_damarensis-ML61195.wav","Violet Woodhoopoe","Phoeniculus damarensis",NA,"Call; Foraging or Eating; Song","Adult – 4","https://macaulaylibrary.org/asset/61195"
"Columbidae","Streptopelia senegalensis","https://ebird.org/species/laudov1",61199,"Streptopelia_senegalensis-ML61199.wav","Laughing Dove","Streptopelia senegalensis",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/61199"
"Icteridae","Quiscalus lugubris","https://ebird.org/species/cargra1",61234,"Quiscalus_lugubris-ML61234.wav","Carib Grackle","Quiscalus lugubris",NA,"Call",NA,"https://macaulaylibrary.org/asset/61234"
"Podicipedidae","Aechmophorus occidentalis","https://ebird.org/species/wesgre",61245,"Aechmophorus_occidentalis-ML61245.wav","Western Grebe","Aechmophorus occidentalis",NA,"Call",NA,"https://macaulaylibrary.org/asset/61245"
"Thraupidae","Thraupis ornata","https://ebird.org/species/goctan2",61341,"Thraupis_ornata-ML61341.wav","Golden-chevroned Tanager","Thraupis ornata",NA,"Call; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61341"
"Tyrannidae","Todirostrum poliocephalum","https://ebird.org/species/gyhtof1",61348,"Todirostrum_poliocephalum-ML61348.wav","Gray-headed Tody-Flycatcher","Todirostrum poliocephalum",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/61348"
"Thamnophilidae","Sakesphorus canadensis","https://ebird.org/species/bkcant2",61714,"Sakesphorus_canadensis-ML61714.wav","Black-crested Antshrike (Black-crested)","Sakesphorus canadensis [canadensis Group]",NA,"Song",NA,"https://macaulaylibrary.org/asset/61714"
"Thamnophilidae","Thamnophilus melanonotus","https://ebird.org/species/blbant1",61732,"Thamnophilus_melanonotus-ML61732.wav","Black-backed Antshrike","Thamnophilus melanonotus",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/61732"
"Thamnophilidae","Thamnophilus doliatus","https://ebird.org/species/barant4",61737,"Thamnophilus_doliatus-ML61737.wav","Barred Antshrike (Barred)","Thamnophilus doliatus [doliatus Group]",NA,"Call; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61737"
"Thamnophilidae","Thamnophilus aethiops","https://ebird.org/species/whsant2",61759,"Thamnophilus_aethiops-ML61759.wav","White-shouldered Antshrike","Thamnophilus aethiops",NA,"Song",NA,"https://macaulaylibrary.org/asset/61759"
"Thamnophilidae","Thamnophilus punctatus","https://ebird.org/species/norsla2",61797,"Thamnophilus_punctatus-ML61797.wav","Northern Slaty-Antshrike (Guianan)","Thamnophilus punctatus punctatus/interpositus",NA,"Song",NA,"https://macaulaylibrary.org/asset/61797"
"Thamnophilidae","Myrmotherula axillaris","https://ebird.org/species/whfant5",61939,"Myrmotherula_axillaris-ML61939.wav","White-flanked Antwren (White-flanked)","Myrmotherula axillaris [axillaris Group]",NA,"Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61939"
"Thamnophilidae","Drymophila klagesi","https://ebird.org/species/klaant2",61997,"Drymophila_klagesi-ML61997.wav","Klages's Antbird","Drymophila klagesi",NA,"Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/61997"
"Thamnophilidae","Cercomacra cinerascens","https://ebird.org/species/gryant2",62003,"Cercomacra_cinerascens-ML62003.wav","Gray Antbird","Cercomacra cinerascens",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/62003"
"Thamnophilidae","Hypocnemis flavescens","https://ebird.org/species/imewaa1",62038,"Hypocnemis_flavescens-ML62038.wav","Imeri Warbling-Antbird","Hypocnemis flavescens",NA,"Call; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/62038"
"Thamnophilidae","Hypocnemis cantator","https://ebird.org/species/guiwaa1",62044,"Hypocnemis_cantator-ML62044.wav","Guianan Warbling-Antbird","Hypocnemis cantator",NA,"Song","Unknown – 1","https://macaulaylibrary.org/asset/62044"
"Thamnophilidae","Percnostola rufifrons","https://ebird.org/species/bkhant1",62053,"Percnostola_rufifrons-ML62053.wav","Black-headed Antbird (Amazonas)","Percnostola rufifrons minor/jensoni",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/62053"
"Thamnophilidae","Hafferia immaculata","https://ebird.org/species/immant3",62073,"Hafferia_immaculata-ML62073.wav","Blue-lored Antbird (Andean)","Hafferia immaculata immaculata",NA,"Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/62073"
"Formicariidae","Formicarius colma","https://ebird.org/species/rucant2",62087,"Formicarius_colma-ML62087.wav","Rufous-capped Antthrush","Formicarius colma",NA,"Song",NA,"https://macaulaylibrary.org/asset/62087"
"Formicariidae","Chamaeza campanisona","https://ebird.org/species/shtant1",62151,"Chamaeza_campanisona-ML62151.wav","Short-tailed Antthrush","Chamaeza campanisona",NA,NA,NA,"https://macaulaylibrary.org/asset/62151"
"Thamnophilidae","Gymnopithys rufigula","https://ebird.org/species/rutant4",62174,"Gymnopithys_rufigula-ML62174.wav","Rufous-throated Antbird","Gymnopithys rufigula",NA,"Song",NA,"https://macaulaylibrary.org/asset/62174"
"Charadriidae","Charadrius montanus","https://ebird.org/species/mouplo",62326,"Charadrius_montanus-ML62326.wav","Mountain Plover","Charadrius montanus",NA,NA,NA,"https://macaulaylibrary.org/asset/62326"
"Alcidae","Fratercula arctica","https://ebird.org/species/atlpuf",62361,"Fratercula_arctica-ML62361.wav","Atlantic Puffin","Fratercula arctica",NA,"Call",NA,"https://macaulaylibrary.org/asset/62361"
"Grallariidae","Grallaricula ferrugineipectus","https://ebird.org/species/rubant6",62400,"Grallaricula_ferrugineipectus-ML62400.wav","Rusty-breasted Antpitta (Rusty-breasted)","Grallaricula ferrugineipectus ferrugineipectus",NA,"Song",NA,"https://macaulaylibrary.org/asset/62400"
"Grallariidae","Grallaria excelsa","https://ebird.org/species/greant2",62426,"Grallaria_excelsa-ML62426.wav","Great Antpitta","Grallaria excelsa",NA,"Song",NA,"https://macaulaylibrary.org/asset/62426"
"Grallariidae","Grallaria griseonucha","https://ebird.org/species/gynant1",62476,"Grallaria_griseonucha-ML62476.wav","Gray-naped Antpitta","Grallaria griseonucha",NA,"Song",NA,"https://macaulaylibrary.org/asset/62476"
"Rhinocryptidae","Scytalopus atratus","https://ebird.org/species/whctap1",62490,"Scytalopus_atratus-ML62490.wav","White-crowned Tapaculo","Scytalopus atratus",NA,"Song",NA,"https://macaulaylibrary.org/asset/62490"
"Rhinocryptidae","Scytalopus speluncae","https://ebird.org/species/moctap1",62494,"Scytalopus_speluncae-ML62494.wav","Mouse-colored Tapaculo","Scytalopus speluncae",NA,"Song",NA,"https://macaulaylibrary.org/asset/62494"
"Rhinocryptidae","Scytalopus meridanus","https://ebird.org/species/mertap2",62497,"Scytalopus_meridanus-ML62497.wav","Merida Tapaculo (Merida)","Scytalopus meridanus meridanus",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/62497"
"Rhinocryptidae","Scytalopus caracae","https://ebird.org/species/cartap1",62512,"Scytalopus_caracae-ML62512.wav","Caracas Tapaculo","Scytalopus caracae",NA,"Song",NA,"https://macaulaylibrary.org/asset/62512"
"Tyrannidae","Attila citriniventris","https://ebird.org/species/cibatt1",62544,"Attila_citriniventris-ML62544.wav","Citron-bellied Attila","Attila citriniventris",NA,"Song",NA,"https://macaulaylibrary.org/asset/62544"
"Tyrannidae","Rhytipterna simplex","https://ebird.org/species/gramou1",62551,"Rhytipterna_simplex-ML62551.wav","Grayish Mourner","Rhytipterna simplex",NA,"Dawn Song; Song",NA,"https://macaulaylibrary.org/asset/62551"
"Tityridae","Pachyramphus rufus","https://ebird.org/species/cinbec2",62571,"Pachyramphus_rufus-ML62571.wav","Cinereous Becard","Pachyramphus rufus",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/62571"
"Tityridae","Pachyramphus castaneus","https://ebird.org/species/chcbec1",62573,"Pachyramphus_castaneus-ML62573.wav","Chestnut-crowned Becard","Pachyramphus castaneus",NA,"Song",NA,"https://macaulaylibrary.org/asset/62573"
"Tityridae","Pachyramphus albogriseus","https://ebird.org/species/bawbec1",62591,"Pachyramphus_albogriseus-ML62591.wav","Black-and-white Becard","Pachyramphus albogriseus",NA,"Song","Unknown – 1","https://macaulaylibrary.org/asset/62591"
"Muscicapidae","Oenanthe oenanthe","https://ebird.org/species/norwhe2",62718,"Oenanthe_oenanthe-ML62718.wav","Northern Wheatear (Greenland)","Oenanthe oenanthe leucorhoa",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/62718"
