"family","species","species_ebird_url","catalog_ID","sound_file","common.name","original_species_name","observations","behaviors","age_and_sex","file_url"
"Cardinalidae","Amaurospiza carrizalensis","https://ebird.org/species/carsee1",237076531,"Amaurospiza_carrizalensis-ML237076531.wav","Carrizal Seedeater","Amaurospiza carrizalensis",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/237076531"
"Phasianidae","Tragopan temminckii","https://ebird.org/species/temtra1",237230081,"Tragopan_temminckii-ML237230081.wav","Temminck's Tragopan","Tragopan temminckii",NA,"Call",NA,"https://macaulaylibrary.org/asset/237230081"
"Picidae","Melanerpes erythrocephalus","https://ebird.org/species/rehwoo",237471561,"Melanerpes_erythrocephalus-ML237471561.wav","Red-headed Woodpecker","Melanerpes erythrocephalus",NA,"Call; Non-vocal","Adult Female – 1","https://macaulaylibrary.org/asset/237471561"
"Maluridae","Amytornis whitei","https://ebird.org/species/strgra4",237705961,"Amytornis_whitei-ML237705961.wav","Rufous Grasswren (Pilbara)","Amytornis whitei whitei",NA,"Call; Song","Adult Female – 1","https://macaulaylibrary.org/asset/237705961"
"Estrildidae","Bathilda ruficauda","https://ebird.org/species/stafin1",237742291,"Bathilda_ruficauda-ML237742291.wav","Star Finch","Bathilda ruficauda",NA,"Call",NA,"https://macaulaylibrary.org/asset/237742291"
"Phasianidae","Meleagris gallopavo","https://ebird.org/species/wiltur",238188931,"Meleagris_gallopavo-ML238188931.wav","Wild Turkey","Meleagris gallopavo",NA,NA,"Adult Male – 1","https://macaulaylibrary.org/asset/238188931"
"Cuculidae","Taccocua leschenaultii","https://ebird.org/species/sirmal1",238430451,"Taccocua_leschenaultii-ML238430451.wav","Sirkeer Malkoha","Taccocua leschenaultii",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/238430451"
"Passerellidae","Pipilo erythrophthalmus","https://ebird.org/species/eastow",238431511,"Pipilo_erythrophthalmus-ML238431511.wav","Eastern Towhee","Pipilo erythrophthalmus",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/238431511"
"Anatidae","Mergus merganser","https://ebird.org/species/commer1",238645171,"Mergus_merganser-ML238645171.wav","Common Merganser (North American)","Mergus merganser americanus",NA,"Call; Courtship, Display, or Copulation; Song","Adult Female – 4; Adult Male – 5","https://macaulaylibrary.org/asset/238645171"
"Alaudidae","Alauda arvensis","https://ebird.org/species/skylar1",238775691,"Alauda_arvensis-ML238775691.wav","Eurasian Skylark (European)","Alauda arvensis [arvensis Group]",NA,"Flying","Adult Male – 1","https://macaulaylibrary.org/asset/238775691"
"Prunellidae","Prunella immaculata","https://ebird.org/species/mabacc1",239298021,"Prunella_immaculata-ML239298021.wav","Maroon-backed Accentor","Prunella immaculata",NA,"Song",NA,"https://macaulaylibrary.org/asset/239298021"
"Acrocephalidae","Acrocephalus griseldis","https://ebird.org/species/barwar2",239555051,"Acrocephalus_griseldis-ML239555051.wav","Basra Reed Warbler","Acrocephalus griseldis",NA,NA,NA,"https://macaulaylibrary.org/asset/239555051"
"Laridae","Sterna paradisaea","https://ebird.org/species/arcter",240417181,"Sterna_paradisaea-ML240417181.wav","Arctic Tern","Sterna paradisaea",NA,"Call; Flight Call",NA,"https://macaulaylibrary.org/asset/240417181"
"Anatidae","Melanitta nigra","https://ebird.org/species/blksco1",240574911,"Melanitta_nigra-ML240574911.wav","Common Scoter","Melanitta nigra",NA,NA,NA,"https://macaulaylibrary.org/asset/240574911"
"Tyrannidae","Empidonax minimus","https://ebird.org/species/leafly",240774061,"Empidonax_minimus-ML240774061.wav","Least Flycatcher","Empidonax minimus",NA,"Call; Foraging or Eating; Song",NA,"https://macaulaylibrary.org/asset/240774061"
"Gruidae","Antigone canadensis","https://ebird.org/species/sancra",240885071,"Antigone_canadensis-ML240885071.wav","Sandhill Crane","Antigone canadensis",NA,NA,"Adult – 1","https://macaulaylibrary.org/asset/240885071"
"Accipitridae","Buteo jamaicensis","https://ebird.org/species/rethaw",241076151,"Buteo_jamaicensis-ML241076151.wav","Red-tailed Hawk","Buteo jamaicensis",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/241076151"
"Accipitridae","Buteo ventralis","https://ebird.org/species/ruthaw1",241371421,"Buteo_ventralis-ML241371421.wav","Rufous-tailed Hawk","Buteo ventralis",NA,NA,NA,"https://macaulaylibrary.org/asset/241371421"
"Caprimulgidae","Antrostomus vociferus","https://ebird.org/species/easwpw1",242039281,"Antrostomus_vociferus-ML242039281.wav","Eastern Whip-poor-will","Antrostomus vociferus",NA,"Call; Flying; Non-vocal; Song","Adult – 1","https://macaulaylibrary.org/asset/242039281"
"Certhiidae","Salpornis salvadori","https://ebird.org/species/spocre2",242347601,"Salpornis_salvadori-ML242347601.wav","African Spotted Creeper","Salpornis salvadori",NA,"Song",NA,"https://macaulaylibrary.org/asset/242347601"
"Locustellidae","Bradypterus cinnamomeus","https://ebird.org/species/cibwar1",242355781,"Bradypterus_cinnamomeus-ML242355781.wav","Cinnamon Bracken-Warbler","Bradypterus cinnamomeus",NA,"Duet; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/242355781"
"Cisticolidae","Apalis porphyrolaema","https://ebird.org/species/chtapa3",242368141,"Apalis_porphyrolaema-ML242368141.wav","Chestnut-throated Apalis","Apalis porphyrolaema",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/242368141"
"Phylloscopidae","Phylloscopus umbrovirens","https://ebird.org/species/brwwar1",242370111,"Phylloscopus_umbrovirens-ML242370111.wav","Brown Woodland-Warbler","Phylloscopus umbrovirens",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/242370111"
"Passerellidae","Centronyx henslowii","https://ebird.org/species/henspa",242461831,"Centronyx_henslowii-ML242461831.wav","Henslow's Sparrow","Centronyx henslowii",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/242461831"
"Fringillidae","Serinus flavivertex","https://ebird.org/species/yeccan1",242740531,"Serinus_flavivertex-ML242740531.wav","Yellow-crowned Canary","Serinus flavivertex",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/242740531"
"Estrildidae","Coccopygia quartinia","https://ebird.org/species/yebwax2",242748891,"Coccopygia_quartinia-ML242748891.wav","Yellow-bellied Waxbill","Coccopygia quartinia",NA,"Call","Adult","https://macaulaylibrary.org/asset/242748891"
"Estrildidae","Nigrita fusconotus","https://ebird.org/species/whbneg2",242754461,"Nigrita_fusconotus-ML242754461.wav","White-breasted Nigrita","Nigrita fusconotus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/242754461"
"Ploceidae","Ploceus insignis","https://ebird.org/species/brcwea1",242758151,"Ploceus_insignis-ML242758151.wav","Brown-capped Weaver","Ploceus insignis",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/242758151"
"Ploceidae","Ploceus castanops","https://ebird.org/species/nbtwea1",242760571,"Ploceus_castanops-ML242760571.wav","Northern Brown-throated Weaver","Ploceus castanops",NA,"Call","Female – 1","https://macaulaylibrary.org/asset/242760571"
"Malaconotidae","Laniarius erythrogaster","https://ebird.org/species/blhgon1",242766411,"Laniarius_erythrogaster-ML242766411.wav","Black-headed Gonolek","Laniarius erythrogaster",NA,"Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/242766411"
"Laniidae","Lanius excubitoroides","https://ebird.org/species/gybfis1",242818611,"Lanius_excubitoroides-ML242818611.wav","Gray-backed Fiscal","Lanius excubitoroides",NA,"Duet; Song","Adult – 4","https://macaulaylibrary.org/asset/242818611"
"Parulidae","Cardellina rubrifrons","https://ebird.org/species/refwar",243171131,"Cardellina_rubrifrons-ML243171131.wav","Red-faced Warbler","Cardellina rubrifrons",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/243171131"
"Muscicapidae","Monticola rufocinereus","https://ebird.org/species/lirthr1",243462851,"Monticola_rufocinereus-ML243462851.wav","Little Rock-Thrush","Monticola rufocinereus",NA,NA,NA,"https://macaulaylibrary.org/asset/243462851"
"Phasianidae","Pternistis nobilis","https://ebird.org/species/hanfra2",243479191,"Pternistis_nobilis-ML243479191.wav","Handsome Francolin","Pternistis nobilis",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/243479191"
"Musophagidae","Corythaeola cristata","https://ebird.org/species/grbtur1",243483041,"Corythaeola_cristata-ML243483041.wav","Great Blue Turaco","Corythaeola cristata",NA,NA,NA,"https://macaulaylibrary.org/asset/243483041"
"Platysteiridae","Platysteira castanea","https://ebird.org/species/chweye1",243505021,"Platysteira_castanea-ML243505021.wav","Chestnut Wattle-eye","Platysteira castanea",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/243505021"
"Emberizidae","Emberiza citrinella","https://ebird.org/species/yellow2",243511571,"Emberiza_citrinella-ML243511571.wav","Yellowhammer","Emberiza citrinella",NA,NA,"Adult Male – 1","https://macaulaylibrary.org/asset/243511571"
"Paridae","Melaniparus fasciiventer","https://ebird.org/species/stbtit2",243578811,"Melaniparus_fasciiventer-ML243578811.wav","Stripe-breasted Tit","Melaniparus fasciiventer",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/243578811"
"Macrosphenidae","Melocichla mentalis","https://ebird.org/species/mogwar1",243734241,"Melocichla_mentalis-ML243734241.wav","Moustached Grass-Warbler","Melocichla mentalis",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/243734241"
"Cisticolidae","Eminia lepida","https://ebird.org/species/gycwar3",243746451,"Eminia_lepida-ML243746451.wav","Gray-capped Warbler","Eminia lepida",NA,"Duet; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/243746451"
"Locustellidae","Bradypterus graueri","https://ebird.org/species/grswar1",243747691,"Bradypterus_graueri-ML243747691.wav","Grauer's Swamp Warbler","Bradypterus graueri",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/243747691"
"Pycnonotidae","Eurillas virens","https://ebird.org/species/litgre2",243751471,"Eurillas_virens-ML243751471.wav","Little Greenbul","Eurillas virens",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/243751471"
"Ploceidae","Ploceus baglafecht","https://ebird.org/species/bagwea1",243776021,"Ploceus_baglafecht-ML243776021.wav","Baglafecht Weaver","Ploceus baglafecht",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/243776021"
"Tyrannidae","Myiarchus crinitus","https://ebird.org/species/grcfly",243923831,"Myiarchus_crinitus-ML243923831.wav","Great Crested Flycatcher","Myiarchus crinitus",NA,"Call; Courtship, Display, or Copulation","Adult – 1","https://macaulaylibrary.org/asset/243923831"
"Columbidae","Streptopelia lugens","https://ebird.org/species/dutdov1",243964381,"Streptopelia_lugens-ML243964381.wav","Dusky Turtle-Dove","Streptopelia lugens",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/243964381"
"Phoeniculidae","Phoeniculus bollei","https://ebird.org/species/whhwoo1",243968321,"Phoeniculus_bollei-ML243968321.wav","White-headed Woodhoopoe","Phoeniculus bollei",NA,"Call","Adult; Unknown","https://macaulaylibrary.org/asset/243968321"
"Cuculidae","Ceuthmochares aereus","https://ebird.org/species/yellow5",244131441,"Ceuthmochares_aereus-ML244131441.wav","Blue Malkoha","Ceuthmochares aereus",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/244131441"
"Charadriidae","Vanellus superciliosus","https://ebird.org/species/brclap1",244134431,"Vanellus_superciliosus-ML244134431.wav","Brown-chested Lapwing","Vanellus superciliosus",NA,"Call","Unknown","https://macaulaylibrary.org/asset/244134431"
"Monarchidae","Terpsiphone rufiventer","https://ebird.org/species/bkhpaf1",244148101,"Terpsiphone_rufiventer-ML244148101.wav","Black-headed Paradise-Flycatcher (Red-bellied)","Terpsiphone rufiventer [rufiventer Group]",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/244148101"
"Sturnidae","Pholia sharpii","https://ebird.org/species/shasta2",244151201,"Pholia_sharpii-ML244151201.wav","Sharpe's Starling","Pholia sharpii",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/244151201"
"Malaconotidae","Laniarius luehderi","https://ebird.org/species/luebus1",244170031,"Laniarius_luehderi-ML244170031.wav","Lühder's Bushshrike","Laniarius luehderi",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/244170031"
"Accipitridae","Butastur liventer","https://ebird.org/species/ruwbuz1",244171891,"Butastur_liventer-ML244171891.wav","Rufous-winged Buzzard","Butastur liventer",NA,"Call; Flight Call; Flying","Adult – 2","https://macaulaylibrary.org/asset/244171891"
"Accipitridae","Leptodon forbesi","https://ebird.org/species/whckit1",244951681,"Leptodon_forbesi-ML244951681.wav","White-collared Kite","Leptodon forbesi",NA,"Flight Song; Flying","Adult – 1","https://macaulaylibrary.org/asset/244951681"
"Parulidae","Parkesia motacilla","https://ebird.org/species/louwat",245045691,"Parkesia_motacilla-ML245045691.wav","Louisiana Waterthrush","Parkesia motacilla",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/245045691"
"Icteridae","Icterus cucullatus","https://ebird.org/species/hooori1",245074981,"Icterus_cucullatus-ML245074981.wav","Hooded Oriole (nelsoni Group)","Icterus cucullatus [nelsoni Group]",NA,"Dawn Song","Adult Male – 1","https://macaulaylibrary.org/asset/245074981"
"Parulidae","Geothlypis trichas","https://ebird.org/species/comyel",245666251,"Geothlypis_trichas-ML245666251.wav","Common Yellowthroat","Geothlypis trichas",NA,"Song","Unknown – 1","https://macaulaylibrary.org/asset/245666251"
"Turdidae","Hylocichla mustelina","https://ebird.org/species/woothr",247001691,"Hylocichla_mustelina-ML247001691.wav","Wood Thrush","Hylocichla mustelina",NA,"Courtship, Display, or Copulation","Adult Male – 1","https://macaulaylibrary.org/asset/247001691"
"Motacillidae","Anthus nilghiriensis","https://ebird.org/species/nilpip1",247221021,"Anthus_nilghiriensis-ML247221021.wav","Nilgiri Pipit","Anthus nilghiriensis",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/247221021"
"Vireonidae","Vireo olivaceus","https://ebird.org/species/reevir1",247983971,"Vireo_olivaceus-ML247983971.wav","Red-eyed Vireo","Vireo olivaceus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/247983971"
"Corvidae","Corvus bennetti","https://ebird.org/species/litcro1",248378191,"Corvus_bennetti-ML248378191.wav","Little Crow","Corvus bennetti",NA,NA,NA,"https://macaulaylibrary.org/asset/248378191"
"Threskiornithidae","Platalea leucorodia","https://ebird.org/species/eurspo1",248564971,"Platalea_leucorodia-ML248564971.wav","Eurasian Spoonbill","Platalea leucorodia",NA,NA,NA,"https://macaulaylibrary.org/asset/248564971"
"Cracidae","Penelope jacucaca","https://ebird.org/species/whbgua1",248626081,"Penelope_jacucaca-ML248626081.wav","White-browed Guan","Penelope jacucaca",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/248626081"
"Leiothrichidae","Turdoides squamulata","https://ebird.org/species/scabab2",248647651,"Turdoides_squamulata-ML248647651.wav","Scaly Babbler","Turdoides squamulata",NA,NA,NA,"https://macaulaylibrary.org/asset/248647651"
"Rallidae","Porphyrio alleni","https://ebird.org/species/allgal1",248647721,"Porphyrio_alleni-ML248647721.wav","Allen's Gallinule","Porphyrio alleni",NA,NA,NA,"https://macaulaylibrary.org/asset/248647721"
"Pycnonotidae","Spizixos canifrons","https://ebird.org/species/crefin1",248864011,"Spizixos_canifrons-ML248864011.wav","Crested Finchbill","Spizixos canifrons",NA,"Call",NA,"https://macaulaylibrary.org/asset/248864011"
"Locustellidae","Bradypterus centralis","https://ebird.org/species/hirwar2",249022671,"Bradypterus_centralis-ML249022671.wav","Highland Rush Warbler","Bradypterus centralis",NA,NA,NA,"https://macaulaylibrary.org/asset/249022671"
"Motacillidae","Macronyx aurantiigula","https://ebird.org/species/panlon1",249023051,"Macronyx_aurantiigula-ML249023051.wav","Pangani Longclaw","Macronyx aurantiigula",NA,"Song",NA,"https://macaulaylibrary.org/asset/249023051"
"Ardeidae","Ixobrychus eurhythmus","https://ebird.org/species/schbit1",249177801,"Ixobrychus_eurhythmus-ML249177801.wav","Schrenck's Bittern","Ixobrychus eurhythmus",NA,NA,NA,"https://macaulaylibrary.org/asset/249177801"
"Cuculidae","Centropus chlororhynchos","https://ebird.org/species/grbcou2",249221591,"Centropus_chlororhynchos-ML249221591.wav","Green-billed Coucal","Centropus chlororhynchos",NA,"Call; Duet; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/249221591"
"Phasianidae","Galloperdix bicalcarata","https://ebird.org/species/ceyspu1",249221761,"Galloperdix_bicalcarata-ML249221761.wav","Sri Lanka Spurfowl","Galloperdix bicalcarata",NA,"Duet; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/249221761"
"Picidae","Dendrocopos assimilis","https://ebird.org/species/sinwoo1",249232621,"Dendrocopos_assimilis-ML249232621.wav","Sind Woodpecker","Dendrocopos assimilis",NA,NA,NA,"https://macaulaylibrary.org/asset/249232621"
"Scolopacidae","Tringa flavipes","https://ebird.org/species/lesyel",249306561,"Tringa_flavipes-ML249306561.wav","Lesser Yellowlegs","Tringa flavipes",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/249306561"
"Passerellidae","Ammodramus savannarum","https://ebird.org/species/graspa",249307811,"Ammodramus_savannarum-ML249307811.wav","Grasshopper Sparrow","Ammodramus savannarum",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/249307811"
"Motacillidae","Anthus sokokensis","https://ebird.org/species/sokpip1",250083331,"Anthus_sokokensis-ML250083331.wav","Sokoke Pipit","Anthus sokokensis",NA,NA,NA,"https://macaulaylibrary.org/asset/250083331"
"Scolopacidae","Calidris minutilla","https://ebird.org/species/leasan",250155331,"Calidris_minutilla-ML250155331.wav","Least Sandpiper","Calidris minutilla",NA,"Flight Call; Flying",NA,"https://macaulaylibrary.org/asset/250155331"
"Campephagidae","Lalage nigra","https://ebird.org/species/pietri1",250256731,"Lalage_nigra-ML250256731.wav","Pied Triller","Lalage nigra",NA,"Song",NA,"https://macaulaylibrary.org/asset/250256731"
"Passerellidae","Spizella pallida","https://ebird.org/species/clcspa",250351161,"Spizella_pallida-ML250351161.wav","Clay-colored Sparrow","Spizella pallida",NA,"Song",NA,"https://macaulaylibrary.org/asset/250351161"
"Accipitridae","Buteo lineatus","https://ebird.org/species/reshaw4",250432551,"Buteo_lineatus-ML250432551.wav","Red-shouldered Hawk (elegans)","Buteo lineatus elegans",NA,"Call",NA,"https://macaulaylibrary.org/asset/250432551"
"Maluridae","Amytornis woodwardi","https://ebird.org/species/whtgra1",250472121,"Amytornis_woodwardi-ML250472121.wav","White-throated Grasswren","Amytornis woodwardi",NA,NA,NA,"https://macaulaylibrary.org/asset/250472121"
"Tyrannidae","Neoxolmis salinarum","https://ebird.org/species/salmon1",250517351,"Neoxolmis_salinarum-ML250517351.wav","Salinas Monjita","Neoxolmis salinarum",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/250517351"
"Accipitridae","Buteo regalis","https://ebird.org/species/ferhaw",250892251,"Buteo_regalis-ML250892251.wav","Ferruginous Hawk","Buteo regalis",NA,"Call","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/250892251"
"Alcidae","Synthliboramphus antiquus","https://ebird.org/species/ancmur",250896271,"Synthliboramphus_antiquus-ML250896271.wav","Ancient Murrelet","Synthliboramphus antiquus",NA,"Call","Adult","https://macaulaylibrary.org/asset/250896271"
"Vangidae","Prionops poliolophus","https://ebird.org/species/gychel1",250931071,"Prionops_poliolophus-ML250931071.wav","Gray-crested Helmetshrike","Prionops poliolophus",NA,NA,NA,"https://macaulaylibrary.org/asset/250931071"
"Phalacrocoracidae","Leucocarbo carunculatus","https://ebird.org/species/rofsha1",250973391,"Leucocarbo_carunculatus-ML250973391.wav","New Zealand King Shag","Leucocarbo carunculatus",NA,NA,NA,"https://macaulaylibrary.org/asset/250973391"
"Icteridae","Icterus pustulatus","https://ebird.org/species/stbori",250978781,"Icterus_pustulatus-ML250978781.wav","Streak-backed Oriole","Icterus pustulatus",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/250978781"
"Parulidae","Setophaga discolor","https://ebird.org/species/prawar",251149471,"Setophaga_discolor-ML251149471.wav","Prairie Warbler","Setophaga discolor",NA,"Foraging or Eating; Song","Adult Male – 1","https://macaulaylibrary.org/asset/251149471"
"Troglodytidae","Cistothorus stellaris","https://ebird.org/species/sedwre1",251227791,"Cistothorus_stellaris-ML251227791.wav","Sedge Wren","Cistothorus stellaris",NA,"Call; Flying; Song","Adult – 1","https://macaulaylibrary.org/asset/251227791"
"Caprimulgidae","Caprimulgus inornatus","https://ebird.org/species/planig1",252127211,"Caprimulgus_inornatus-ML252127211.wav","Plain Nightjar","Caprimulgus inornatus",NA,NA,NA,"https://macaulaylibrary.org/asset/252127211"
"Muscicapidae","Muscicapa gambagae","https://ebird.org/species/gamfly1",252557441,"Muscicapa_gambagae-ML252557441.wav","Gambaga Flycatcher","Muscicapa gambagae",NA,NA,NA,"https://macaulaylibrary.org/asset/252557441"
"Fringillidae","Leucosticte atrata","https://ebird.org/species/bkrfin",253454781,"Leucosticte_atrata-ML253454781.wav","Black Rosy-Finch","Leucosticte atrata",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/253454781"
"Fringillidae","Leucosticte australis","https://ebird.org/species/bcrfin",253474351,"Leucosticte_australis-ML253474351.wav","Brown-capped Rosy-Finch","Leucosticte australis",NA,"Call; Song","Adult","https://macaulaylibrary.org/asset/253474351"
"Stercorariidae","Stercorarius maccormicki","https://ebird.org/species/sopsku1",253537511,"Stercorarius_maccormicki-ML253537511.wav","South Polar Skua","Stercorarius maccormicki",NA,"Call","Adult","https://macaulaylibrary.org/asset/253537511"
"Stercorariidae","Stercorarius skua","https://ebird.org/species/gresku1",253635921,"Stercorarius_skua-ML253635921.wav","Great Skua","Stercorarius skua",NA,"Call","Adult","https://macaulaylibrary.org/asset/253635921"
"Trochilidae","Aglaiocercus berlepschi","https://ebird.org/species/vensyl1",253812521,"Aglaiocercus_berlepschi-ML253812521.wav","Venezuelan Sylph","Aglaiocercus berlepschi",NA,"Call","Adult Female – 1","https://macaulaylibrary.org/asset/253812521"
"Phasianidae","Centrocercus minimus","https://ebird.org/species/gusgro",253848531,"Centrocercus_minimus-ML253848531.wav","Gunnison Sage-Grouse","Centrocercus minimus",NA,"Non-vocal; Song","Adult Male","https://macaulaylibrary.org/asset/253848531"
"Zosteropidae","Zosterops mbuluensis","https://ebird.org/species/brrwhe9",253867101,"Zosterops_mbuluensis-ML253867101.wav","Mbulu White-eye","Zosterops mbuluensis",NA,NA,NA,"https://macaulaylibrary.org/asset/253867101"
"Trogonidae","Trogon elegans","https://ebird.org/species/eletro",255097111,"Trogon_elegans-ML255097111.wav","Elegant Trogon","Trogon elegans",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/255097111"
"Corvidae","Corvus ossifragus","https://ebird.org/species/fiscro",255296821,"Corvus_ossifragus-ML255296821.wav","Fish Crow","Corvus ossifragus",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/255296821"
"Vireonidae","Vireo bellii","https://ebird.org/species/belvir",255354531,"Vireo_bellii-ML255354531.wav","Bell's Vireo","Vireo bellii",NA,"Song",NA,"https://macaulaylibrary.org/asset/255354531"
"Columbidae","Chalcophaps longirostris","https://ebird.org/species/emedov3",256370511,"Chalcophaps_longirostris-ML256370511.wav","Pacific Emerald Dove","Chalcophaps longirostris",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/256370511"
"Monarchidae","Arses kaupi","https://ebird.org/species/piemon1",256383891,"Arses_kaupi-ML256383891.wav","Pied Monarch","Arses kaupi",NA,NA,NA,"https://macaulaylibrary.org/asset/256383891"
"Vangidae","Oriolia bernieri","https://ebird.org/species/bervan1",257654201,"Oriolia_bernieri-ML257654201.wav","Bernier's Vanga","Oriolia bernieri",NA,"Call",NA,"https://macaulaylibrary.org/asset/257654201"
"Columbidae","Alectroenas madagascariensis","https://ebird.org/species/mabpig1",257660671,"Alectroenas_madagascariensis-ML257660671.wav","Madagascar Blue-Pigeon","Alectroenas madagascariensis",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/257660671"
"Tyrannidae","Tyrannus tyrannus","https://ebird.org/species/easkin",257713741,"Tyrannus_tyrannus-ML257713741.wav","Eastern Kingbird","Tyrannus tyrannus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/257713741"
"Fringillidae","Crithagra leucopygia","https://ebird.org/species/whrsee",258248751,"Crithagra_leucopygia-ML258248751.wav","White-rumped Seedeater","Crithagra leucopygia",NA,NA,NA,"https://macaulaylibrary.org/asset/258248751"
"Grallariidae","Grallaria gravesi","https://ebird.org/species/chaant5",259720031,"Grallaria_gravesi-ML259720031.wav","Chachapoyas Antpitta","Grallaria gravesi",NA,NA,NA,"https://macaulaylibrary.org/asset/259720031"
"Scolopacidae","Numenius americanus","https://ebird.org/species/lobcur",260121361,"Numenius_americanus-ML260121361.wav","Long-billed Curlew","Numenius americanus",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/260121361"
"Scolopacidae","Limnodromus griseus","https://ebird.org/species/shbdow",260758971,"Limnodromus_griseus-ML260758971.wav","Short-billed Dowitcher","Limnodromus griseus",NA,"Call",NA,"https://macaulaylibrary.org/asset/260758971"
"Vireonidae","Vireo vicinior","https://ebird.org/species/gryvir",260988411,"Vireo_vicinior-ML260988411.wav","Gray Vireo","Vireo vicinior",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/260988411"
"Odontophoridae","Oreortyx pictus","https://ebird.org/species/mouqua",261119741,"Oreortyx_pictus-ML261119741.wav","Mountain Quail","Oreortyx pictus",NA,NA,"Adult Male – 1","https://macaulaylibrary.org/asset/261119741"
"Ploceidae","Ploceus heuglini","https://ebird.org/species/hemwea1",261231891,"Ploceus_heuglini-ML261231891.wav","Heuglin's Masked-Weaver","Ploceus heuglini",NA,NA,NA,"https://macaulaylibrary.org/asset/261231891"
"Cardinalidae","Pheucticus ludovicianus","https://ebird.org/species/robgro",261929461,"Pheucticus_ludovicianus-ML261929461.wav","Rose-breasted Grosbeak","Pheucticus ludovicianus",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/261929461"
"Scolopacidae","Arenaria melanocephala","https://ebird.org/species/blktur",262657811,"Arenaria_melanocephala-ML262657811.wav","Black Turnstone","Arenaria melanocephala",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/262657811"
"Scolopacidae","Phalaropus tricolor","https://ebird.org/species/wilpha",263159581,"Phalaropus_tricolor-ML263159581.wav","Wilson's Phalarope","Phalaropus tricolor",NA,"Call","Adult – 3","https://macaulaylibrary.org/asset/263159581"
"Passerellidae","Peucaea botterii","https://ebird.org/species/botspa",264582901,"Peucaea_botterii-ML264582901.wav","Botteri's Sparrow","Peucaea botterii",NA,NA,NA,"https://macaulaylibrary.org/asset/264582901"
"Passerellidae","Amphispiza bilineata","https://ebird.org/species/bktspa",265248021,"Amphispiza_bilineata-ML265248021.wav","Black-throated Sparrow","Amphispiza bilineata",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/265248021"
"Passerellidae","Amphispizopsis quinquestriata","https://ebird.org/species/fisspa",265350561,"Amphispizopsis_quinquestriata-ML265350561.wav","Five-striped Sparrow","Amphispizopsis quinquestriata",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/265350561"
"Laridae","Larus glaucoides","https://ebird.org/species/thagul",265531871,"Larus_glaucoides-ML265531871.wav","Iceland Gull (Thayer's)","Larus glaucoides thayeri",NA,"Call",NA,"https://macaulaylibrary.org/asset/265531871"
